Team,MP,FG,FGA,FT,FTA,3P,3PA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,W,L,FG%,FT%,3P%,2P%
Randolph,200.0,17.0,64.0,12.0,19.0,7.0,20.0,8.0,19.0,27.0,9.0,5.0,2.0,12.0,19.0,53.0,0.0,1.0,0.27,0.63,0.35,0.23
Redlands,200.0,30.0,81.0,10.0,15.0,11.0,37.0,16.0,17.0,33.0,13.0,12.0,6.0,14.0,17.0,81.0,0.0,1.0,0.37,0.67,0.3,0.43
Regent,200.0,21.0,58.5,5.0,8.0,9.0,24.5,5.0,19.5,24.5,10.0,4.0,1.5,22.0,18.5,56.0,0.0,2.0,0.36,0.62,0.37,0.36
Regis (CO),200.0,27.0,65.0,4.0,6.0,5.0,25.0,3.0,22.0,25.0,9.0,4.0,1.0,11.0,7.0,63.0,0.0,1.0,0.42,0.67,0.2,0.55
Regis (MA),200.0,21.0,52.0,3.0,4.0,2.0,21.0,6.0,24.0,30.0,8.0,6.0,4.0,16.0,16.0,47.0,0.0,1.0,0.4,0.75,0.1,0.61
Reinhardt,200.0,15.0,57.0,9.0,14.5,5.0,19.0,5.5,17.5,23.0,7.0,6.5,2.5,16.0,16.0,44.0,0.0,2.0,0.26,0.62,0.24,0.27
Rhode Island,200.0,25.25,54.75,16.58,22.17,7.25,23.33,9.5,21.67,31.17,11.58,9.83,3.5,12.83,17.42,74.33,8.0,4.0,0.46,0.74,0.3,0.57
Rhodes,200.0,25.0,69.5,5.5,9.0,10.5,36.5,5.5,21.5,27.0,13.0,6.5,4.5,16.5,15.0,66.0,0.0,2.0,0.36,0.62,0.29,0.43
Rice,203.85,25.69,60.54,15.85,23.0,8.92,24.0,11.15,24.0,35.15,13.31,7.62,4.08,12.08,18.23,76.15,6.0,7.0,0.42,0.7,0.38,0.46
Richmond,202.08,28.33,59.67,17.92,24.25,9.25,26.25,8.92,26.5,35.42,16.08,7.83,2.67,10.83,18.83,83.83,10.0,2.0,0.48,0.75,0.35,0.57
Rider,200.0,21.36,56.73,12.36,17.64,4.18,16.36,11.0,24.09,35.09,8.18,5.45,3.82,13.45,16.73,59.27,1.0,10.0,0.38,0.71,0.27,0.43
Ripon,200.0,21.0,61.0,9.0,14.0,12.0,31.0,7.0,21.0,28.0,16.0,5.0,0.0,13.0,23.0,63.0,0.0,1.0,0.34,0.64,0.39,0.3
Rivier,200.0,20.0,68.0,8.0,10.0,7.0,36.0,10.0,14.0,24.0,7.0,6.0,3.0,14.0,22.0,55.0,0.0,1.0,0.29,0.8,0.19,0.41
Robert Morris,205.0,28.67,61.93,11.27,16.47,8.07,23.47,13.27,22.87,36.13,16.67,6.13,2.27,11.73,20.27,76.67,11.0,4.0,0.46,0.68,0.34,0.53
Roberts Wesleyan,200.0,23.0,72.0,12.0,21.0,10.0,36.0,7.0,13.0,20.0,12.0,7.0,1.0,14.0,24.0,68.0,0.0,1.0,0.32,0.57,0.28,0.36
Rochester Tech,200.0,23.0,54.0,9.5,13.5,4.5,14.5,5.5,21.0,26.5,10.5,6.5,3.0,12.5,16.5,60.0,0.0,2.0,0.43,0.71,0.31,0.48
Rockford,200.0,17.0,61.0,7.0,8.0,7.0,32.0,12.0,14.0,26.0,8.0,5.0,0.0,9.0,15.0,48.0,0.0,1.0,0.28,0.88,0.22,0.34
Rosemont,200.0,5.0,40.0,10.0,13.0,3.0,20.0,2.0,14.0,16.0,3.0,9.0,1.0,14.0,21.0,23.0,0.0,1.0,0.12,0.77,0.15,0.1
Rowan,200.0,24.0,68.0,14.0,21.0,10.0,31.0,7.0,19.0,26.0,14.0,9.0,7.0,18.0,31.0,72.0,0.0,1.0,0.35,0.67,0.32,0.38
Rust,200.0,23.0,67.0,7.0,8.0,2.0,19.0,9.0,20.0,29.0,9.0,9.0,4.0,15.0,13.0,55.0,0.0,1.0,0.34,0.88,0.1,0.44
Rutgers,200.0,23.25,56.5,16.17,23.25,6.33,19.17,10.08,21.33,31.42,10.75,5.92,3.58,11.25,16.25,69.0,6.0,6.0,0.41,0.69,0.33,0.45
Rutgers-Camden,200.0,24.0,75.0,4.0,8.0,9.0,30.0,9.0,10.0,19.0,15.0,12.0,1.0,9.0,18.0,61.0,0.0,1.0,0.32,0.5,0.3,0.33
SIU-Edwardsville,202.08,28.67,62.92,13.08,19.42,7.33,22.5,10.33,24.92,35.25,14.25,8.92,3.92,10.33,15.75,77.75,7.0,5.0,0.45,0.67,0.33,0.52
SMU,204.17,31.92,64.42,18.58,24.17,7.08,21.42,10.83,25.33,36.17,18.08,8.58,3.67,11.25,17.08,89.5,10.0,2.0,0.49,0.75,0.33,0.58
SUNY Cobleskill,200.0,20.0,57.0,5.0,9.0,5.0,18.0,10.0,20.0,30.0,11.0,4.0,3.0,23.0,12.0,50.0,0.0,1.0,0.35,0.56,0.28,0.38
SUNY Delhi,200.0,20.0,68.0,10.0,16.0,2.0,16.0,11.0,15.0,26.0,6.0,10.0,1.0,15.0,10.0,52.0,0.0,1.0,0.29,0.62,0.12,0.35
SUNY Maritime,200.0,17.0,59.5,9.5,15.5,7.5,28.0,7.5,19.5,27.0,11.0,6.5,4.5,17.5,13.0,51.0,0.0,2.0,0.28,0.49,0.26,0.3
SUNY Oneonta,200.0,22.0,64.5,8.0,13.0,4.0,16.0,6.0,14.0,20.0,7.5,5.5,2.0,5.5,11.0,56.0,0.0,2.0,0.34,0.63,0.25,0.37
SUNY Plattsburgh,200.0,20.0,58.0,15.0,18.0,7.0,27.0,2.0,18.0,20.0,10.0,6.0,2.0,11.0,13.0,62.0,0.0,1.0,0.34,0.83,0.26,0.42
Sacramento State,200.0,25.09,62.36,17.09,22.64,8.27,24.91,10.64,25.36,36.0,13.73,7.0,4.45,12.45,19.09,75.55,4.0,7.0,0.4,0.76,0.32,0.45
Sacred Heart,202.08,27.08,62.08,12.67,16.42,11.42,31.67,10.17,20.75,30.92,15.25,8.25,2.42,12.5,16.17,78.25,5.0,7.0,0.43,0.75,0.36,0.51
Saint Francis (PA),200.0,25.92,62.69,9.23,13.23,7.46,23.62,8.77,21.69,30.46,13.54,7.85,2.62,13.23,17.46,68.54,2.0,11.0,0.41,0.69,0.31,0.47
Saint John's (MN),200.0,20.0,62.0,9.0,17.0,7.0,27.0,6.0,28.0,34.0,11.0,3.0,2.0,8.0,22.0,56.0,0.0,1.0,0.32,0.53,0.26,0.37
Saint Leo,200.0,17.0,57.0,14.0,17.0,7.0,33.0,6.0,12.0,18.0,8.0,7.0,1.0,16.0,14.0,55.0,0.0,1.0,0.3,0.82,0.21,0.42
Saint Louis,200.0,32.08,62.92,18.42,23.5,10.25,27.42,10.75,29.92,40.67,18.58,7.58,2.83,13.0,18.25,92.83,11.0,1.0,0.51,0.78,0.37,0.62
Saint Mary's,200.0,26.83,57.25,19.42,24.33,7.33,19.92,11.0,26.58,37.58,14.75,5.75,3.42,11.17,16.67,80.42,10.0,2.0,0.47,0.8,0.36,0.53
Saint Mary-of-the-Woods College,200.0,26.0,65.0,3.0,5.0,2.0,16.0,8.0,19.0,27.0,8.0,9.0,3.0,16.0,14.0,57.0,0.0,1.0,0.4,0.6,0.12,0.49
Saint Xavier (IL),200.0,22.5,57.0,7.0,13.0,11.5,32.5,4.0,19.0,23.0,8.5,9.0,2.5,16.0,20.0,63.5,0.0,2.0,0.4,0.5,0.35,0.46
Salish Kootenai,200.0,17.0,64.0,6.0,11.0,6.0,30.0,6.0,14.0,20.0,10.0,7.0,1.0,11.0,10.0,46.0,0.0,1.0,0.27,0.55,0.2,0.32
Salve Regina,200.0,17.0,52.0,10.0,13.0,3.0,20.0,7.0,21.0,28.0,4.0,4.0,0.0,12.0,16.0,47.0,0.0,1.0,0.33,0.77,0.15,0.44
Sam Houston,200.0,29.82,66.0,16.73,21.82,9.09,26.55,12.82,25.45,38.27,15.27,7.55,3.45,12.0,20.55,85.45,7.0,4.0,0.45,0.76,0.34,0.53
Samford,203.85,26.08,61.46,15.62,23.62,9.46,29.38,8.62,25.31,33.92,14.15,5.15,3.0,9.46,15.38,77.23,7.0,6.0,0.43,0.65,0.31,0.53
San Diego,200.0,26.64,60.36,12.73,16.09,9.09,26.91,9.36,18.55,27.91,15.64,8.18,3.82,12.55,18.09,75.09,5.0,6.0,0.44,0.76,0.34,0.52
San Diego State,205.0,27.1,59.0,16.0,21.2,7.9,20.4,9.4,21.8,31.2,16.1,7.9,4.8,12.6,19.2,78.1,6.0,4.0,0.46,0.77,0.37,0.51
San Francisco,200.0,25.77,55.85,15.85,22.54,9.54,26.46,9.15,24.92,34.08,15.15,5.54,3.77,11.38,18.23,76.92,8.0,5.0,0.46,0.7,0.37,0.55
San Francisco State,200.0,20.5,62.5,8.5,14.5,7.0,30.0,4.5,24.5,29.0,13.5,4.0,3.0,13.5,24.0,56.5,0.0,2.0,0.33,0.57,0.25,0.41
San Jose State,202.08,26.67,58.67,13.83,19.33,7.67,20.75,10.42,20.0,30.42,11.5,6.25,1.83,11.42,16.92,74.83,5.0,7.0,0.46,0.72,0.37,0.5
Santa Clara,200.0,29.31,65.77,11.08,16.15,9.38,30.0,12.69,20.77,33.46,18.15,8.31,4.85,11.69,20.0,79.08,9.0,4.0,0.45,0.67,0.32,0.56
Sarah Lawrence,200.0,18.0,71.0,1.0,1.0,7.0,33.0,5.0,20.0,25.0,12.0,4.0,5.0,9.0,14.0,44.0,0.0,1.0,0.25,1.0,0.21,0.29
Schreiner,200.0,22.0,81.0,4.0,7.0,6.0,31.0,11.0,13.0,24.0,12.0,11.0,2.0,8.0,13.0,54.0,0.0,1.0,0.27,0.57,0.19,0.32
Seattle,200.0,29.58,58.0,15.08,21.67,7.58,20.42,9.0,23.67,32.67,15.0,8.83,5.42,12.58,16.67,81.83,10.0,2.0,0.51,0.69,0.37,0.58
Seton Hall,200.0,27.08,58.5,16.0,21.33,6.0,17.75,10.25,22.58,32.83,15.17,11.0,6.17,9.92,19.25,76.17,11.0,1.0,0.47,0.75,0.34,0.52
Shaw,200.0,32.0,63.0,4.0,12.0,11.0,25.0,7.0,14.0,21.0,14.0,13.0,3.0,9.0,16.0,79.0,0.0,1.0,0.51,0.33,0.44,0.55
Siena,200.0,25.58,55.75,14.17,19.92,5.0,17.25,9.17,22.0,31.17,13.17,7.25,3.17,10.33,13.83,70.33,9.0,3.0,0.46,0.73,0.27,0.54
Siena Heights,200.0,20.0,54.0,15.0,22.0,5.0,24.0,4.0,11.0,15.0,10.0,10.0,1.0,11.0,20.0,60.0,0.0,1.0,0.37,0.68,0.21,0.5
Simpson (CA),200.0,18.0,50.0,10.0,13.0,4.0,20.0,3.0,11.0,14.0,6.0,7.0,2.0,17.0,10.0,50.0,0.0,1.0,0.36,0.77,0.2,0.47
Simpson (IA),200.0,19.0,65.0,3.0,6.0,10.0,35.0,6.0,23.0,29.0,12.0,7.0,2.0,15.0,17.0,51.0,0.0,1.0,0.29,0.5,0.29,0.3
South Alabama,203.85,26.77,57.0,15.0,22.38,6.38,19.31,7.62,24.38,32.0,11.38,8.23,2.69,9.08,12.23,74.92,9.0,4.0,0.47,0.66,0.32,0.54
South Carolina,204.55,26.64,59.18,16.55,21.36,8.55,28.55,8.36,24.64,33.0,14.82,5.0,2.36,9.45,18.55,78.36,7.0,4.0,0.45,0.78,0.29,0.59
South Carolina State,200.0,23.0,58.69,13.54,21.08,6.08,18.38,10.08,18.46,28.54,11.0,6.62,2.92,14.62,21.85,65.62,1.0,12.0,0.39,0.66,0.34,0.42
South Dakota,203.57,28.21,62.36,20.79,29.07,6.21,18.93,11.64,21.29,32.93,11.36,7.5,2.79,12.79,17.0,83.43,7.0,7.0,0.45,0.7,0.31,0.5
South Dakota State,200.0,26.5,58.07,13.64,19.79,8.36,24.64,10.0,24.71,34.71,14.57,6.14,2.21,11.64,16.71,75.0,7.0,7.0,0.45,0.68,0.34,0.55
South Florida,201.92,28.62,65.15,21.77,29.15,9.23,28.38,12.54,24.23,36.77,16.46,9.62,4.54,11.85,21.38,88.23,8.0,5.0,0.44,0.73,0.32,0.54
Southeast Missouri State,200.0,28.69,62.0,15.08,21.08,6.62,23.08,9.31,23.15,32.46,13.46,6.77,3.23,12.46,20.38,79.08,6.0,7.0,0.46,0.7,0.29,0.57
Southeastern Louisiana,202.08,22.42,55.08,14.58,20.5,6.17,23.42,8.58,20.92,29.5,12.33,8.33,2.58,11.75,18.75,65.58,4.0,8.0,0.41,0.72,0.28,0.52
Southern,204.17,31.08,65.75,15.08,22.5,8.08,22.08,10.08,23.58,33.67,15.42,10.33,3.5,13.08,19.83,85.33,4.0,8.0,0.47,0.67,0.37,0.53
Southern Arkansas,200.0,25.0,67.0,12.0,18.0,8.0,27.0,10.0,23.0,33.0,8.0,11.0,1.0,13.0,18.0,70.0,0.0,1.0,0.37,0.67,0.3,0.42
Southern Illinois,203.85,29.77,61.08,14.62,21.77,4.62,16.85,9.92,25.92,35.85,14.77,8.23,3.38,12.69,18.0,78.77,6.0,7.0,0.49,0.68,0.28,0.57
Southern Indiana,202.08,24.5,62.17,13.67,21.83,8.92,27.92,9.92,24.33,34.25,11.75,6.33,5.0,10.92,17.92,71.58,3.0,9.0,0.39,0.63,0.32,0.45
Southern Miss,201.92,26.77,57.69,17.23,23.77,5.69,18.23,10.0,23.85,33.85,12.62,7.54,3.85,12.0,19.15,76.46,7.0,6.0,0.46,0.72,0.3,0.53
Southern University at New Orleans,200.0,19.0,60.0,13.0,18.0,4.0,18.0,10.0,19.0,29.0,11.0,5.0,3.0,16.0,21.0,55.0,0.0,1.0,0.32,0.72,0.22,0.36
Southern Utah,200.0,28.92,63.46,12.38,17.08,7.46,23.92,9.0,24.77,33.77,14.92,5.77,4.38,13.08,15.92,77.69,4.0,9.0,0.45,0.72,0.3,0.54
Southern Virginia,200.0,16.5,53.0,14.0,22.0,4.0,24.0,6.5,27.0,33.5,8.0,3.0,2.0,18.5,18.0,51.0,0.0,2.0,0.31,0.6,0.17,0.43
Southern Wesleyan,200.0,24.33,65.0,10.33,15.0,8.33,26.33,10.67,20.33,31.0,8.0,5.0,2.0,14.33,12.33,67.33,0.0,3.0,0.38,0.69,0.32,0.42
Southwestern Adventist,200.0,17.33,52.0,11.33,15.0,4.67,17.67,4.0,13.33,17.33,7.33,6.0,0.33,19.0,14.33,50.67,0.0,3.0,0.33,0.76,0.24,0.37
Southwestern Christian,200.0,22.67,63.33,8.67,15.0,8.33,32.33,4.67,17.33,22.0,11.33,6.0,1.33,13.0,13.67,62.33,0.0,3.0,0.36,0.57,0.26,0.46
Spring Hill,200.0,19.0,62.0,1.0,3.0,11.0,42.0,6.0,24.0,30.0,11.0,4.0,3.0,17.0,18.0,50.0,0.0,1.0,0.31,0.33,0.26,0.4
Spurgeon College,200.0,29.0,78.0,9.0,12.0,8.0,29.0,12.0,18.0,30.0,16.0,15.0,3.0,16.0,27.0,75.0,0.0,1.0,0.37,0.75,0.28,0.43
St. Ambrose,200.0,29.0,56.0,5.0,9.0,10.0,23.0,4.0,18.0,22.0,15.0,7.0,5.0,12.0,15.0,73.0,0.0,1.0,0.52,0.56,0.44,0.58
St. Bonaventure,201.92,28.77,60.92,13.77,18.15,7.08,18.77,11.62,22.62,34.23,16.23,8.08,5.08,11.85,15.62,78.38,11.0,2.0,0.47,0.75,0.38,0.52
St. Elizabeth,200.0,18.0,53.0,16.0,24.0,6.0,22.0,5.0,10.0,15.0,7.0,5.0,3.0,10.0,18.0,58.0,0.0,1.0,0.34,0.67,0.27,0.39
St. Francis (IL),200.0,21.0,49.0,7.0,9.0,6.0,19.0,4.0,11.0,15.0,16.0,7.0,4.0,23.0,10.0,55.0,0.0,1.0,0.43,0.78,0.32,0.5
St. John Fisher,200.0,19.0,58.0,7.0,12.0,5.0,23.0,7.0,14.0,21.0,9.0,5.0,0.0,18.0,16.0,50.0,0.0,1.0,0.33,0.58,0.22,0.4
St. John's (NY),200.0,28.45,60.91,21.36,28.82,7.64,22.36,11.45,24.09,35.55,16.0,8.73,5.64,12.55,18.0,85.91,7.0,4.0,0.46,0.74,0.34,0.53
St. Joseph's,200.0,25.73,61.18,16.45,21.09,7.18,26.09,12.0,26.36,38.36,15.82,6.18,5.55,12.18,16.36,75.09,7.0,4.0,0.42,0.78,0.27,0.53
St. Joseph'sâBrooklyn,200.0,22.0,64.0,6.0,13.0,9.0,28.0,7.0,13.0,20.0,10.0,5.0,1.0,14.0,20.0,59.0,0.0,1.0,0.34,0.46,0.32,0.36
St. Joseph'sâLong Island,200.0,14.0,56.0,8.0,15.0,7.0,25.0,8.0,17.0,25.0,9.0,7.0,1.0,23.0,10.0,43.0,0.0,1.0,0.25,0.53,0.28,0.23
St. Louis College of Pharmacy,200.0,21.0,59.0,7.0,17.0,2.0,16.0,6.0,16.0,22.0,6.0,7.0,1.0,21.0,11.0,51.0,0.0,1.0,0.36,0.41,0.12,0.44
St. Mary's (MD),200.0,18.0,53.0,19.0,30.0,6.0,25.0,8.0,16.0,24.0,6.0,5.0,3.0,21.0,23.0,61.0,0.0,1.0,0.34,0.63,0.24,0.43
St. Peter's,202.78,22.56,59.33,15.0,19.11,7.78,26.33,10.33,18.44,28.78,11.56,10.67,2.89,9.78,22.0,67.89,4.0,5.0,0.38,0.81,0.29,0.45
St. Scholastica,200.0,13.0,52.0,8.0,15.0,4.0,19.0,6.0,16.0,22.0,5.0,6.0,1.0,23.0,11.0,38.0,0.0,1.0,0.25,0.53,0.21,0.27
St. Thomas,200.0,28.64,58.0,13.29,18.64,8.43,26.14,4.64,23.64,28.29,16.29,8.93,2.64,8.86,15.43,79.0,10.0,4.0,0.5,0.71,0.33,0.64
St. Thomas (TX),225.0,26.0,58.0,21.0,29.0,10.0,21.0,7.0,21.0,28.0,15.0,15.0,3.0,16.0,23.0,83.0,0.0,1.0,0.45,0.72,0.48,0.43
Stanford,200.0,26.58,60.08,19.5,26.92,8.67,24.75,10.92,22.0,32.92,12.83,8.83,3.25,10.42,17.33,81.33,10.0,2.0,0.45,0.72,0.35,0.51
Stanton University,200.0,29.0,59.0,5.0,10.0,7.0,16.0,6.0,11.0,17.0,8.0,3.0,1.0,7.0,14.0,70.0,0.0,1.0,0.49,0.5,0.44,0.51
Stephen F. Austin,200.0,30.36,65.64,10.45,17.09,10.0,26.27,11.09,24.91,36.0,15.64,6.91,5.0,9.09,18.45,81.18,9.0,2.0,0.46,0.65,0.38,0.51
Stetson,200.0,24.92,58.17,11.5,18.42,8.67,26.08,9.42,22.0,31.42,13.58,6.75,2.0,12.92,14.33,70.0,4.0,8.0,0.42,0.62,0.31,0.51
Stonehill,202.08,25.83,60.0,9.92,14.33,8.08,23.83,9.67,27.08,36.75,13.58,4.92,3.92,14.33,16.83,69.67,3.0,9.0,0.43,0.68,0.33,0.49
Stony Brook,201.92,25.15,59.69,12.38,17.46,8.77,25.54,8.38,23.31,31.69,13.0,7.46,3.69,10.31,15.54,71.46,8.0,5.0,0.42,0.72,0.35,0.48
Syracuse,202.08,26.92,57.75,14.33,23.83,6.25,21.0,9.17,23.0,32.17,13.17,7.08,6.58,10.83,15.75,74.42,8.0,4.0,0.47,0.61,0.3,0.56
TCU,202.08,26.83,59.58,16.33,22.5,7.42,22.92,10.08,22.67,32.75,15.08,8.08,5.25,10.83,15.83,77.42,9.0,3.0,0.45,0.72,0.32,0.53
Tarleton State,200.0,28.38,59.62,18.23,23.62,5.62,16.08,9.38,22.31,31.69,13.38,11.31,3.15,14.62,19.15,80.62,9.0,4.0,0.47,0.76,0.34,0.51
Temple,200.0,26.0,54.83,19.08,25.92,7.75,20.58,6.75,23.0,29.75,13.58,5.17,4.17,7.92,16.42,78.83,7.0,5.0,0.48,0.74,0.38,0.54
Tennessee,200.0,29.67,61.75,15.25,21.33,7.58,21.92,13.33,27.25,40.58,19.0,7.75,3.67,12.33,17.0,82.17,9.0,3.0,0.48,0.69,0.35,0.56
Tennessee State,200.0,28.5,64.58,17.08,23.0,5.5,19.92,11.25,24.58,35.83,12.75,10.67,3.0,13.92,19.5,79.58,7.0,5.0,0.44,0.73,0.27,0.51
Tennessee Tech,200.0,28.08,59.77,15.92,21.62,7.62,23.46,8.46,24.62,33.08,14.85,7.62,3.62,14.23,17.62,79.69,6.0,7.0,0.47,0.7,0.33,0.56
Tennessee Wesleyan,200.0,25.0,66.0,8.5,11.0,9.5,32.5,5.5,20.5,26.0,12.5,9.5,3.0,15.5,15.5,68.0,0.0,2.0,0.37,0.74,0.29,0.45
Texas,200.0,28.18,59.0,20.64,28.73,7.55,22.64,11.64,26.36,38.0,13.18,5.82,3.09,10.36,19.27,84.55,7.0,4.0,0.48,0.72,0.32,0.58
Texas A&M,202.08,31.58,64.75,20.17,26.83,11.67,30.42,10.33,24.17,34.5,22.17,9.5,3.08,12.17,18.83,95.0,9.0,3.0,0.48,0.75,0.38,0.57
Texas A&M-Corpus Christi,200.0,28.09,63.18,13.27,20.27,6.91,21.09,10.91,26.09,37.0,15.91,8.73,3.82,12.82,20.0,76.36,5.0,6.0,0.44,0.65,0.32,0.5
Texas A&MâSan Antonio,200.0,17.0,54.5,13.5,22.0,6.5,23.0,6.5,17.0,23.5,10.0,7.5,2.5,17.5,21.5,54.0,0.0,2.0,0.31,0.61,0.29,0.33
Texas Lutheran,199.5,18.0,56.5,6.0,12.0,6.0,22.0,4.5,13.5,18.0,8.5,5.0,2.5,17.0,18.0,48.0,0.0,2.0,0.32,0.53,0.27,0.35
Texas Southern,203.11,25.33,59.22,15.22,22.44,5.33,18.11,8.11,21.44,29.56,9.44,6.22,2.78,14.89,21.44,71.22,1.0,8.0,0.43,0.69,0.31,0.48
Texas State,201.79,26.64,57.86,15.64,20.86,4.79,14.57,10.29,23.07,33.36,13.57,9.43,4.36,13.29,17.57,73.71,8.0,6.0,0.46,0.73,0.34,0.51
Texas Tech,200.0,29.67,63.25,13.5,20.25,10.67,28.67,11.5,23.0,34.5,15.42,7.0,3.5,9.5,16.5,83.5,9.0,3.0,0.47,0.66,0.37,0.55
Texas-Permian Basin,200.0,17.0,47.0,14.0,25.0,8.0,23.0,9.0,24.0,33.0,13.0,6.0,1.0,20.0,24.0,56.0,0.0,1.0,0.36,0.56,0.35,0.38
Texas-Rio Grande Valley,200.0,28.55,60.91,10.82,15.36,9.91,24.55,8.64,25.82,34.45,16.36,6.36,2.45,10.36,18.0,77.82,5.0,6.0,0.46,0.71,0.39,0.52
The Citadel,200.0,25.36,59.14,9.93,15.36,9.14,28.71,9.29,21.86,31.14,12.5,4.93,1.86,9.64,16.57,69.79,3.0,11.0,0.43,0.66,0.3,0.53
Thiel,200.0,22.0,60.0,5.0,8.0,3.0,10.0,10.0,12.0,22.0,5.0,2.0,1.0,14.0,7.0,52.0,0.0,1.0,0.37,0.62,0.3,0.38
Thomas (ME),200.0,14.0,59.0,12.0,22.0,8.0,29.0,7.0,18.0,25.0,7.0,3.0,2.0,12.0,27.0,48.0,0.0,1.0,0.24,0.55,0.28,0.2
Tiffin,200.0,18.0,50.0,8.0,11.0,6.0,17.0,4.0,19.0,23.0,11.0,7.0,5.0,11.0,15.0,50.0,0.0,1.0,0.36,0.73,0.35,0.36
Toccoa Falls,200.0,21.25,63.0,18.5,25.5,5.25,23.75,9.25,20.0,29.25,9.25,8.0,1.0,16.0,16.5,66.25,0.0,4.0,0.34,0.73,0.21,0.4
Toledo,200.0,30.5,63.67,14.67,18.58,7.25,21.25,10.17,21.08,31.25,17.33,7.92,3.0,10.5,14.5,82.92,6.0,6.0,0.48,0.79,0.34,0.54
Tougaloo,200.0,23.5,59.0,14.0,20.0,3.5,15.5,5.5,20.5,26.0,11.5,9.0,2.5,16.0,23.0,64.5,0.0,2.0,0.4,0.71,0.23,0.45
Towson,200.0,26.92,61.25,11.17,16.33,6.58,22.33,12.25,23.75,36.0,10.75,6.75,3.17,10.83,14.92,71.58,7.0,5.0,0.44,0.67,0.29,0.52
Trinity (FL),200.0,15.0,58.0,14.0,17.0,1.0,21.0,3.0,15.0,18.0,5.0,6.0,1.0,21.0,20.0,45.0,0.0,1.0,0.26,0.82,0.05,0.38
Trinity (TX),200.0,18.0,54.0,14.0,20.0,6.0,28.0,8.0,21.0,29.0,9.0,9.0,2.0,18.0,17.0,56.0,0.0,1.0,0.33,0.7,0.21,0.46
Trinity Baptist,200.0,24.0,63.0,10.0,14.0,9.0,30.0,10.0,15.0,25.0,9.0,6.0,1.0,19.0,26.0,67.0,0.0,1.0,0.38,0.71,0.3,0.46
Trinity Christian,200.0,16.5,65.0,13.0,18.0,3.0,23.5,9.5,8.0,17.5,5.0,7.0,1.0,16.5,22.5,49.0,0.0,2.0,0.25,0.7,0.12,0.33
Troy,215.38,29.62,65.62,18.38,24.92,9.92,29.31,11.0,26.23,37.23,16.62,9.69,3.08,13.15,18.85,87.54,8.0,5.0,0.45,0.74,0.34,0.54
Tulane,201.92,23.38,53.85,19.85,25.69,6.77,23.08,6.62,20.54,27.15,12.54,8.38,4.54,10.08,17.15,73.38,9.0,4.0,0.43,0.77,0.29,0.54
Tulsa,200.0,28.75,59.08,20.58,26.33,11.25,28.92,9.75,25.25,35.0,17.08,6.83,2.33,10.0,15.42,89.33,11.0,1.0,0.48,0.79,0.4,0.57
Tusculum,200.0,23.5,69.5,5.0,8.5,8.0,30.0,14.0,23.0,37.0,9.0,6.5,4.0,16.0,16.0,60.0,0.0,2.0,0.34,0.53,0.26,0.39
UAB,200.0,30.38,65.85,16.54,23.77,5.92,20.54,12.54,26.08,38.62,15.08,8.62,3.38,9.23,13.85,83.23,9.0,4.0,0.46,0.69,0.28,0.54
UC Merced,200.0,15.0,54.0,10.0,15.0,2.0,14.0,8.0,19.0,27.0,8.0,5.0,5.0,18.0,20.0,42.0,0.0,1.0,0.28,0.67,0.14,0.32
UC-Davis,200.0,26.64,56.09,16.09,21.55,7.82,23.27,7.09,21.0,28.09,14.91,7.45,2.91,12.73,18.73,77.18,6.0,5.0,0.48,0.76,0.34,0.57
UC-Irvine,201.79,27.79,60.57,15.5,23.64,6.07,17.71,9.93,28.5,38.43,17.5,6.86,6.43,11.79,17.29,77.14,9.0,5.0,0.44,0.65,0.34,0.48
UC-Riverside,200.0,25.79,57.07,14.79,20.36,7.5,21.64,8.57,23.93,32.5,13.0,4.71,4.29,12.43,17.21,73.86,6.0,8.0,0.46,0.71,0.34,0.52
UC-San Diego,200.0,29.58,59.08,13.75,20.42,9.67,25.17,7.92,25.83,33.75,15.83,7.83,2.08,10.17,15.0,82.58,10.0,2.0,0.5,0.65,0.38,0.6
UC-Santa Cruz,200.0,20.5,55.0,8.0,12.5,9.0,21.0,2.0,13.5,15.5,13.5,7.5,4.5,17.0,19.0,58.0,0.0,2.0,0.37,0.63,0.41,0.33
UCF,200.0,32.0,64.45,15.45,20.73,9.18,22.73,12.73,23.73,36.45,17.64,5.73,3.18,11.64,17.73,88.64,10.0,1.0,0.5,0.75,0.41,0.55
UCLA,200.0,28.08,57.5,16.08,21.33,8.17,20.25,8.42,20.75,29.17,16.58,7.0,3.5,9.92,17.25,80.42,9.0,3.0,0.49,0.74,0.41,0.54
UCSB,205.77,26.08,56.0,19.69,25.54,7.92,21.38,10.15,23.92,34.08,13.92,7.38,2.69,12.15,19.08,79.77,9.0,4.0,0.47,0.76,0.36,0.53
UConn,200.0,29.23,59.0,12.62,18.08,7.38,21.46,9.15,24.62,33.77,18.15,7.15,6.0,9.77,18.62,78.46,12.0,1.0,0.5,0.7,0.35,0.58
UIC,202.08,25.92,59.67,17.17,22.5,6.75,21.33,11.75,19.25,31.0,13.75,8.67,4.33,12.25,18.08,75.75,4.0,8.0,0.44,0.77,0.32,0.5
